Key,KO,EN,JA
heroes.iskierpyria.skills.meteor.name,"운석 낙하",Meteor,隕石落下
heroes.iskierpyria.summons.frost_elemental.name,"냉기의 정령",Frost Elemental,冷気の精霊
heroes.iyena.lore,에이나의 자매. 빛벼림 드레나이 수양 사제.,Sister of Aeina. Lightforged Draenei Discipline Priest.,エイナの妹。光を纏いしドラナイの戒律司祭。
heroes.iyena.name,이에나,Iyena,イエナ
heroes.iyena.routes.discipline.name,수양,Discipline,戒律
heroes.iyena.routes.discipline.variantDesc,힐 시 HP {value}% 방어막.,Grants a shield equal to {value}% of HP when healing.,回復時、体力の{value}%のバリアを付与。
heroes.iyena.routes.discipline.variantName,고통의 방어막,Shield of Pain,苦痛のバリア
heroes.iyena.skills.atonement.desc,딜→힐 전환 (12초),Converts damage to healing (12s),ダメージを回復に転換 (12秒)
heroes.iyena.skills.atonement.name,속죄,Atonement,贖罪
heroes.iyena.skills.barrier.desc,"전체 아군 보호막 (최대HP 10%, 8초)","Shield for all allies (10% of Max HP, 8s)",味方全員にバリアを付与（最大HPの10%、8秒間）
heroes.iyena.skills.barrier.name,빛의 홍수,Flood of Light,光の氾濫
heroes.iyena.skills.desperate_prayer.desc,자신 ATK×10 즉시 힐 (8초),Instant self-heal for ATKx10 (8s),自身の攻撃力×10の即時回復 (8秒)
heroes.iyena.skills.desperate_prayer.name,절박한 기도,Desperate Prayer,必死の祈り
heroes.iyena.skills.penance.desc,공격/치유 연타 (12초),Continuous attack/heal (12s),攻撃と回復の連打 (12秒)
heroes.iyena.skills.penance.name,참회,Penance,懺悔
heroes.iyena.skills.power_word_shield.desc,"단일 보호막 부여 (최대HP 25%, 12초)","Shield for a single target (25% of Max HP, 12s)",単体にバリアを付与（最大HPの25%、12秒間）
heroes.iyena.skills.power_word_shield.name,장막,Power Word: Shield,真言・盾
heroes.jainaro.lore,달라란의 전투 마법사.,Battle Mage of Dalaran.,ダラランの戦闘魔道士。
heroes.jainaro.name,제이나로,Jainaro,ジェイナロ
heroes.jainaro.routes.arcane.name,비전,Arcane,秘術
heroes.jainaro.routes.arcane.variantDesc,쿨타임 {value}% 감소.,Cooldown reduced by {value}%.,クールタイムが{value}%減少。
heroes.jainaro.routes.arcane.variantName,신비 집중,Arcane Focus,神秘の集中
heroes.jainaro.skills.arcane_missiles.desc,3연발,3 shots,3連発
heroes.jainaro.skills.arcane_missiles.name,신비한 화살,Arcane Missiles,魔力の矢
heroes.jainaro.skills.arcane_power.desc,공격력 증가,Increases attack power,攻撃力増加
heroes.jainaro.skills.arcane_power.name,신비의 마법 강화,Arcane Power,魔力の強化
heroes.jainaro.skills.polymorph.desc,적 1명을 5초간 무력화,Neutralizes 1 enemy for 5s,敵1体を5秒間無力化
heroes.jainaro.skills.polymorph.name,변이,Polymorph,変異
heroes.kaern_dinohouf.lore,대지모신을 섬기는 타우렌 대족장. 야성과 자연의 힘을 자유자재로 다룬다.,The Tauren High Chieftain who serves the Earthmother. Masterfully handles feral and natural powers.,大地の母を崇めるタウレンの大族長。野性と自然の力を自在に操る。
heroes.kaern_dinohouf.name,케른 다이노후프,Kaern Dinohouf,ケルン・ダイノハーフ
heroes.kaern_dinohouf.routes.balance.name,조화,Balance,調和
heroes.kaern_dinohouf.routes.balance.variantDesc,공격 시 {value}% 확률로 주변 80px ATK×2 광역 폭발.,"When attacking, {value}% chance for a 80px ATKx2 AoE explosion.",攻撃時、{value}%の確率で周囲80pxに攻撃力×2の範囲爆発。
heroes.kaern_dinohouf.routes.balance.variantName,달빛 폭발,Lunar Burst,月光爆発
heroes.kaern_dinohouf.routes.feral.name,야성,Feral,野性
heroes.kaern_dinohouf.routes.feral.variantDesc,출혈 대상 공격 시 ATK×{value}% 추가 피해.,Attacking bleeding targets deals ATKx{value}% bonus damage.,出血状態の対象を攻撃時、攻撃力×{value}%の追加ダメージ。
heroes.kaern_dinohouf.routes.feral.variantName,야성의 심판,Feral Judgment,野性の審判
heroes.kaern_dinohouf.routes.guardian.name,수호,Guardian,守護
heroes.kaern_dinohouf.routes.guardian.variantDesc,방어력 {value}% 증가.,Defense increased by {value}%.,防御力が{value}%増加。
heroes.kaern_dinohouf.routes.guardian.variantName,격곰 변신,Bear Form,激怒した熊の変身
heroes.kaern_dinohouf.routes.restoration.name,회복,Restoration,回復
heroes.kaern_dinohouf.routes.restoration.variantDesc,HoT 효과 {value}% 강화.,Increases HoT effects by {value}%.,持続回復(HoT)効果が{value}%強化。
heroes.kaern_dinohouf.routes.restoration.variantName,자연의 우기,Nature's Rain,自然の雨期
heroes.kaern_dinohouf.skills.bear_hug.desc,20초마다 단일 ATK×5 + 5초 속박,Deals ATKx5 damage and roots for 5s every 20s.,20秒ごとに単体に攻撃力×5のダメージと5秒間の拘束
heroes.kaern_dinohouf.skills.bear_hug.name,격곰 포획,Bear Hug,ベアハッグ
heroes.kaern_dinohouf.skills.blood_frenzy.desc,출혈 대상에게 피해 20% 증가 패시브,Passive: Increases damage to bleeding targets by 20%.,パッシブ：出血状態の対象へのダメージが20%増加
heroes.kaern_dinohouf.skills.blood_frenzy.name,피의 분노,Blood Frenzy,血の憤怒
heroes.kaern_dinohouf.skills.mangle.desc,8초마다 전방 120px ATK×3 + 2초 기절,Deals ATKx3 damage and stuns for 2s in front every 8s.,8秒ごとに前方120pxに攻撃力×3のダメージと2秒間のスタン
heroes.kaern_dinohouf.skills.mangle.name,분쇄,Mangle,粉砕
heroes.kaern_dinohouf.skills.moonfire.desc,공격마다 ATK 30% 추가 자연 피해,Deals ATK 30% bonus nature damage on every attack.,攻撃ごとに攻撃力30%の追加自然ダメージ
heroes.kaern_dinohouf.skills.moonfire.name,달빛 불꽃,Moonfire,月火
heroes.kaern_dinohouf.skills.nourish.desc,10초마다 체력 최저 아군 ATK×5 강화 힐,Heals the lowest health ally for ATKx5 every 10s.,10秒ごとに体力が最も低い味方を攻撃力×5の強化回復
heroes.kaern_dinohouf.skills.nourish.name,영양,Nourish,栄養
heroes.kaern_dinohouf.skills.pounce.desc,10초마다 단일 ATK×6 + 2초 기절,Deals ATKx6 damage and stuns for 2s every 10s.,10秒ごとに単体に攻撃力×6のダメージと2秒間のスタン
heroes.kaern_dinohouf.skills.pounce.name,표범 도약,Pounce,跳躍
heroes.kaern_dinohouf.skills.rake.desc,공격마다 3초 출혈 DoT 부여 (ATK×50%/tick),Inflicts a 3s Bleed DoT (ATKx50%/tick) on every attack.,攻撃ごとに3秒間の出血DoTを付与（攻撃力×50%/秒）
heroes.kaern_dinohouf.skills.rake.name,갈퀴 발톱,Rake,掻きむしり
heroes.kaern_dinohouf.skills.rejuvenation.desc,체력 최저 아군 지속 힐 (HoT),Heals the lowest health ally over time (HoT).,体力が最も低い味方に持続回復(HoT)を付与
heroes.kaern_dinohouf.skills.rejuvenation.name,회춘,Rejuvenation,回春
heroes.kaern_dinohouf.skills.starfall.desc,20초마다 전체 적 ATK×2 별빛 폭격,Deals ATKx2 damage to all enemies every 20s.,20秒ごとに敵全員に攻撃力×2の星明かり爆撃
heroes.kaern_dinohouf.skills.starfall.name,별비,Starfall,星の雨
heroes.kaern_dinohouf.skills.starsurge.desc,8초마다 단일 ATK×6 자연 강타,Deals ATKx6 nature damage every 8s.,8秒ごとに単体に攻撃力×6の自然強打
heroes.kaern_dinohouf.skills.starsurge.name,별 급류,Starsurge,星の波動
heroes.kaern_dinohouf.skills.survival_instincts.desc,HP 40% 이하 시 받는 피해 30% 감소 패시브,Passive: Reduces damage taken by 30% when below 40% HP.,パッシブ：HPが40%以下の時、被ダメージが30%減少
heroes.kaern_dinohouf.skills.survival_instincts.name,생존 본능,Survival Instincts,生存本能
heroes.kaern_dinohouf.skills.thorns.desc,피격 시 ATK 25% 반사 패시브,Passive: Reflects 25% of ATK when hit.,パッシブ：被弾時に攻撃力の25%を反射
heroes.kaern_dinohouf.skills.thorns.name,가시덩굴,Thorns,茨の盾
heroes.kaern_dinohouf.skills.tranquility.desc,30초마다 전체 아군 ATK×3 힐,Heals all allies for ATKx3 every 30s.,30秒ごとに味方全員を攻撃力×3回復
heroes.kaern_dinohouf.skills.tranquility.name,평온,Tranquility,平穏
heroes.kaern_dinohouf.skills.wild_growth.desc,8초마다 전체 아군 ATK×1.5 힐,Heals all allies for ATKx1.5 every 8s.,8秒ごとに味方全員を攻撃力×1.5回復
heroes.kaern_dinohouf.skills.wild_growth.name,야생 성장,Wild Growth,野生繁殖
heroes.kalishan.lore,공허의 힘을 화살에 실어 쏘는 사냥꾼.,A hunter who shoots arrows infused with the power of the void.,虚空の力を矢に込めて放つ狩人。
heroes.kalishan.name,칼리샨,Kalishan,カリシャン
heroes.kalishan.routes.marksmanship.name,사격,Marksmanship,射撃
heroes.kalishan.routes.marksmanship.variantDesc,공격 시 {value}% 확률로 암흑 추가 피해.,"When attacking, {value}% chance for bonus Shadow damage.",攻撃時、{value}%の確率で暗黒追加ダメージ。
heroes.kalishan.routes.marksmanship.variantName,공허 화살,Void Arrow,虚空の矢
heroes.kalishan.skills.aimed_shot.desc,강력한 사격,A powerful shot.,強力な射撃
heroes.kalishan.skills.aimed_shot.name,조준 사격,Aimed Shot,狙い撃ち
heroes.kalishan.skills.arcane_shot.desc,즉시 시전 사격,An immediate shot.,即時発動の射撃
heroes.kalishan.skills.arcane_shot.name,신비한 사격,Arcane Shot,魔力の射撃
heroes.kalishan.skills.rapid_fire.desc,공격 속도 증가,Increases attack speed.,攻撃速度増加
heroes.kalishan.skills.rapid_fire.name,속사,Rapid Fire,速射
heroes.kalishan.skills.void_volley.desc,광역 암흑 피해,Shadow AoE damage.,範囲暗黒ダメージ
heroes.kalishan.skills.void_volley.name,공허의 화살비,Void Volley,虚空の矢の雨
heroes.keltu.lore,스컬지의 강령술사.,A necromancer of the Scourge.,スコージのネクロマンサー。
heroes.keltu.name,켈투,Keltu,ケルトゥ
heroes.keltu.routes.frost.name,냉기,Frost,冷気
heroes.keltu.routes.frost.variantDesc,냉기 피해 {value}% 증가.,Increases Frost damage by {value}%.,冷気ダメージが{value}%増加。
heroes.keltu.routes.frost.variantName,사자의 한기,Chill of the Dead,死者の冷気
heroes.keltu.skills.cone_of_cold.desc,부채꼴 얼음,Frontal cone of ice.,扇形に氷のダメージ
heroes.keltu.skills.cone_of_cold.name,냉기 돌풍,Cone of Cold,冷気突風
heroes.keltu.skills.frostbolt.desc,냉기 피해+슬로우,Frost damage and slow.,冷気ダメージとスロウ
heroes.keltu.skills.frostbolt.name,얼음 화살,Frostbolt,氷の矢
heroes.larisian.lore,먹이를 노리는 포식자. 블러드엘프 악마사냥꾼.,A predator eyeing its prey. A Blood Elf Demon Hunter.,獲物を狙う捕食者。ブラッドエルフのデーモンハンター。
heroes.larisian.name,라리시안,Larisian,ラリシアン
heroes.larisian.routes.feast.name,포식,Feast,捕食
heroes.larisian.routes.feast.variantDesc,처치 시 HP {value}% 회복.,Restores {value}% HP on kill.,撃破時、HPを{value}%回復。
heroes.larisian.routes.feast.variantName,피의 포식,Blood Feast,血の捕食
heroes.larisian.skills.consume.desc,피해+흡혈,Damage and life steal.,ダメージと吸血
heroes.larisian.skills.consume.name,악마의 물어뜯기,Demon Bite,悪魔の噛みつき
heroes.larisian.skills.immolation_aura.desc,주변 지속 피해,Continuous nearby damage.,周囲に持続ダメージ
heroes.larisian.skills.immolation_aura.name,포식의 오라,Immolation Aura,イモレーションオーラ
heroes.larisian.skills.massacre.desc,처형+쿨초기화,Execution and cooldown reset.,大虐殺
heroes.larisian.skills.massacre.name,대학살,Massacre,大虐殺
heroes.larisian.skills.soul_rend.desc,HP 직접 흡수,Direct HP absorption.,魂の搾取
heroes.larisian.skills.soul_rend.name,영혼 갈취,Soul Rend,魂の搾取
heroes.liasian.lore,공허에 물든 엘프 악마사냥꾼. 적의 생명력을 포식한다.,A void-touched Elf Demon Hunter. Feasts on the life force of enemies.,虚空に染まったエルフのデーモンハンター。敵の生命力を捕食する。
heroes.liasian.name,리아시안,Liasian,リアシアン
heroes.liasian.routes.feast.name,포식,Feast,捕食
heroes.liasian.routes.feast.variantDesc,처치 시 HP {value}% 회복.,Restores {value}% HP on kill.,撃破時、HPを{value}%回復。
heroes.liasian.routes.feast.variantName,피의 포식,Blood Feast,血の捕食
heroes.liasian.skills.consume.desc,피해+흡혈,Damage and life steal.,ダメージと吸血
heroes.liasian.skills.consume.name,악마의 물어뜯기,Demon Bite,悪魔の噛みつき
heroes.liasian.skills.immolation_aura.desc,주변 지속 피해,Continuous nearby damage.,周囲に持続ダメージ
heroes.liasian.skills.immolation_aura.name,포식의 오라,Immolation Aura,イモレーションオーラ
heroes.liasian.skills.massacre.desc,처형+쿨초기화,Execution and cooldown reset.,大虐殺
heroes.liasian.skills.massacre.name,대학살,Massacre,大虐殺
heroes.liasian.skills.soul_rend.desc,HP 직접 흡수,Direct HP absorption.,魂の搾取
heroes.liasian.skills.soul_rend.name,영혼 갈취,Soul Rend,魂の搾取
heroes.lili.lore,모험을 좋아하는 수도사.,A monk who loves adventure.,冒険好きなパンダレンの修道僧。
heroes.lili.name,리리,Lili,リリ
heroes.lili.routes.mistweaver.name,운무,Mistweaver,織霧
heroes.lili.routes.mistweaver.variantDesc,힐 시 {value}% 추가 힐.,Gives {value}% bonus healing when healing.,回復時、{value}%の追加回復。
heroes.lili.routes.mistweaver.variantName,안개 돌풍,Gust of Mists,霧の突風
heroes.lili.skills.chi_burst.desc,전방 직선 피해+힐,Damage and healing in a straight line.,前方直線にダメージと回復
heroes.lili.skills.chi_burst.name,기 폭발,Chi Burst,気の爆発
heroes.lili.skills.effuse.desc,빠른 힐,A quick heal.,素早い回復
heroes.lili.skills.effuse.name,발산,Effuse,滲み出し
heroes.lili.skills.life_cocoon.desc,보호막,A protective shield.,シールド
heroes.lili.skills.life_cocoon.name,기의 고치,Life Cocoon,気の繭
heroes.lili.skills.renewing_mist.desc,전이 HoT,A spreading heal over time.,伝播する持続回復(HoT)
heroes.lili.skills.renewing_mist.name,소생의 안개,Renewing Mist,蘇生の霧
heroes.limu.lore,사막의 여우 사냥꾼. 성급이 오를수록 압도적인 속사 능력을 보여준다.,A desert fox hunter. Demonstrates overwhelming rapid-fire as her stars increase.,砂漠のキツネの狩人。星が上がるほど圧倒的な速射能力を見せる。
heroes.limu.name,리뮤,Limu,リミュ
heroes.limu.routes.precision.name,사격,Marksmanship,射撃
heroes.limu.routes.precision.variantDesc,공격 시 {value}% 확률 치명타.,{value}% chance to deal a critical hit.,攻撃時、{value}%の確率でクリティカル。
heroes.limu.routes.precision.variantName,에임 다운,Aim Down,エイムダウン
heroes.limu.skills.aimed_shot.desc,강력한 한발,A powerful shot.,強力な一撃
heroes.limu.skills.aimed_shot.name,조준 사격,Aimed Shot,狙い撃ち
heroes.limu.skills.marked_for_death.desc,확정 치명타,Guaranteed critical hit.,確定クリティカル
heroes.limu.skills.marked_for_death.name,목표 지정,Marked for Death,標的指定
heroes.limu.skills.piercing_arrow.desc,직선 관통,Pierces in a straight line.,直線貫通
heroes.limu.skills.piercing_arrow.name,관통 화살,Piercing Arrow,貫通矢
heroes.limu.skills.trueshot.desc,피해 2배,Double damage.,ダメージ2倍
heroes.limu.skills.trueshot.name,진실의 한 발,Trueshot,真実の一撃
heroes.lombardo.lore,"일리다리를 따르는 악마사냥꾼. 지옥불과 혼돈의 마력으로 적을 파괴하거나, 고통을 견디며 아군을 보호한다.","A Demon Hunter following the Illidari. Destroys enemies with fel fire and chaos magic, or protects allies by enduring pain.",イリダリに従うデーモンハンター。地獄の火と混沌の魔力で敵を破壊し、苦痛に耐えながら味方を守る。
